id,first_name,last_name,age,gender,state,party,email,registered_date,last_voted_date,,,,,,,,,
VOT1484,Deborah,Hawkins,45,F,MA,Democrat,deborah.hawkins@email.com,2008-10-30,2024-11-05,,,,,,,,,
VOT1485,George,Dunn,29,M,TN,Republican,george.dunn@email.com,2018-03-15,2020-11-03,,,,,,,,,
VOT1486,Patricia,Sims,48,F,MO,Independent,patricia.sims@email.com,2007-07-25,2024-11-05,,,,,,,,,
VOT1487,Roger,Hudson,43,M,MD,Democrat,roger.hudson@email.com,2009-12-08,2024-11-05,,,,,,,,,
VOT1488,Kimberly,Spencer,38,F,CO,Republican,kimberly.spencer@email.com,2012-04-20,2022-11-08,,,,,,,,,
VOT1489,Arthur,Gardner,61,M,OR,Independent,arthur.gardner@email.com,1995-08-05,2024-11-05,,,,,,,,,
VOT149,Sebastian,Boyd,44,M,TX,Democrat,sebastian.boyd@email.com,2009-03-15,2020-11-03,,,,,,,,,
VOT1490,Ruth,Stephens,34,F,NV,Democrat,ruth.stephens@email.com,2015-01-18,2024-11-05,,,,,,,,,
VOT1491,Joseph,Payne,50,M,CT,Republican,joseph.payne@email.com,2004-05-30,2024-11-05,,,,,,,,,
VOT1492,Margaret,Pierce,41,F,NJ,Independent,margaret.pierce@email.com,2010-10-12,2020-11-03,,,,,,,,,
VOT1493,Fred,Berry,37,M,IN,Democrat,fred.berry@email.com,2013-02-25,2024-11-05,,,,,,,,,
VOT1494,Carolyn,Arnold,56,F,WI,Republican,carolyn.arnold@email.com,2000-07-08,2024-11-05,,,,,,,,,
VOT1495,Richard,Reynolds,44,M,SC,Independent,richard.reynolds@email.com,2009-11-20,2022-11-08,,,,,,,,,
VOT1496,Janet,Ellis,35,F,AL,Democrat,janet.ellis@email.com,2014-04-02,2024-11-05,,,,,,,,,
VOT1497,Timothy,Harrison,52,M,LA,Republican,timothy.harrison@email.com,2004-08-15,2024-11-05,,,,,,,,,
VOT1498,Pamela,Gibson,30,F,KY,Independent,pamela.gibson@email.com,2018-12-28,2024-11-05,,,,,,,,,
VOT1499,Albert,McDonald,46,M,OK,Democrat,albert.mcdonald@email.com,2008-05-10,2020-11-03,,,,,,,,,
VOT150,Ella,Mason,36,F,FL,Republican,ella.mason@email.com,2013-07-22,2024-11-05,,,,,,,,,
VOT1500,Virginia,Cruz,42,F,AR,Republican,virginia.cruz@email.com,2010-09-22,2024-11-05,,,,,,,,,
VOT1501,Jeremy,Marshall,38,M,IA,Independent,jeremy.marshall@email.com,2012-02-05,2024-11-05,,,,,,,,,
VOT1502,Frances,Owens,55,F,MS,Democrat,frances.owens@email.com,2001-06-18,2022-11-08,,,,,,,,,
VOT1503,Phillip,Johnston,31,M,UT,Republican,phillip.johnston@email.com,2017-10-30,2024-11-05,,,,,,,,,
VOT1504,Susan,Murray,49,F,KS,Independent,susan.murray@email.com,2006-03-15,2024-11-05,,,,,,,,,
VOT1505,Louis,Freeman,43,M,NE,Democrat,louis.freeman@email.com,2009-07-25,2024-11-05,,,,,,,,,
VOT1506,Dorothy,Wells,36,F,NM,Republican,dorothy.wells@email.com,2013-12-08,2020-11-03,,,,,,,,,
VOT1507,Patrick,Webb,60,M,WV,Independent,patrick.webb@email.com,1998-04-20,2024-11-05,,,,,,,,,
VOT1508,Rose,Simpson,40,F,ID,Democrat,rose.simpson@email.com,2012-08-05,2024-11-05,,,,,,,,,
VOT1509,Willie,Stevens,47,M,HI,Republican,willie.stevens@email.com,2007-01-18,2022-11-08,,,,,,,,,
VOT151,Jackson,Morales,58,M,NY,Independent,jackson.morales@email.com,2002-11-10,2024-11-05,,,,,,,,,
VOT1510,Katherine,Tucker,33,F,NH,Independent,katherine.tucker@email.com,2016-05-30,2024-11-05,,,,,,,,,
VOT1511,Terry,Porter,54,M,ME,Democrat,terry.porter@email.com,2001-10-12,2024-11-05,,,,,,,,,
VOT1512,Amy,Hunter,45,F,RI,Republican,amy.hunter@email.com,2008-02-25,2024-11-05,,,,,,,,,
VOT1513,Harold,Hicks,39,M,MT,Independent,harold.hicks@email.com,2011-07-08,2020-11-03,,,,,,,,,
VOT1514,Christine,Crawford,51,F,DE,Democrat,christine.crawford@email.com,2004-11-20,2024-11-05,,,,,,,,,
VOT1515,Gerald,Henry,28,M,SD,Republican,gerald.henry@email.com,2019-04-02,2024-11-05,,,,,,,,,
VOT1516,Debra,Boyd,44,F,ND,Independent,debra.boyd@email.com,2009-08-15,2022-11-08,,,,,,,,,
VOT1517,Arthur,Mason,37,M,AK,Democrat,arthur.mason@email.com,2013-12-28,2024-11-05,,,,,,,,,
VOT1518,Jean,Morales,58,F,VT,Republican,jean.morales@email.com,2002-05-10,2024-11-05,,,,,,,,,
VOT1519,Bryan,Kennedy,41,M,WY,Independent,bryan.kennedy@email.com,2010-09-22,2024-11-05,,,,,,,,,
VOT152,Grace,Kennedy,42,F,PA,Democrat,grace.kennedy@email.com,2010-04-25,2022-11-08,,,,,,,,,
VOT1520,Kathryn,Warren,32,F,CA,Democrat,kathryn.warren@email.com,2016-02-05,2020-11-03,,,,,,,,,
VOT1521,Austin,Dixon,48,M,TX,Republican,austin.dixon@email.com,2007-06-18,2024-11-05,,,,,,,,,
VOT1522,Denise,Ramos,40,F,FL,Independent,denise.ramos@email.com,2012-10-30,2024-11-05,,,,,,,,,
VOT1523,Willie,Reyes,35,M,NY,Democrat,willie.reyes@email.com,2014-03-15,2022-11-08,,,,,,,,,
VOT1524,Rachel,Burns,56,F,PA,Republican,rachel.burns@email.com,2000-07-25,2024-11-05,,,,,,,,,
VOT1525,Aaron,Gordon,43,M,IL,Independent,aaron.gordon@email.com,2009-12-08,2024-11-05,,,,,,,,,
VOT1526,Judy,Shaw,30,F,OH,Democrat,judy.shaw@email.com,2018-04-20,2024-11-05,,,,,,,,,
VOT1527,Jonathan,Holmes,52,M,MI,Republican,jonathan.holmes@email.com,2004-08-05,2020-11-03,,,,,,,,,
VOT1528,Carolyn,Rice,46,F,NC,Independent,carolyn.rice@email.com,2008-01-18,2024-11-05,,,,,,,,,
VOT1529,Eugene,Robertson,36,M,GA,Democrat,eugene.robertson@email.com,2013-05-30,2024-11-05,,,,,,,,,
VOT153,Aiden,Warren,30,M,IL,Republican,aiden.warren@email.com,2018-08-05,2024-11-05,,,,,,,,,
VOT1530,Sara,Hunt,49,F,VA,Republican,sara.hunt@email.com,2006-10-12,2022-11-08,,,,,,,,,
VOT1531,Arthur,Black,34,M,WA,Independent,arthur.black@email.com,2015-02-25,2024-11-05,,,,,,,,,
VOT1532,Madison,Daniels,61,F,AZ,Democrat,madison.daniels@email.com,1995-07-08,2024-11-05,,,,,,,,,
VOT1533,Gabriel,Palmer,44,M,MA,Republican,gabriel.palmer@email.com,2009-11-20,2024-11-05,,,,,,,,,
VOT1534,Samantha,Mills,38,F,TN,Independent,samantha.mills@email.com,2012-04-02,2020-11-03,,,,,,,,,
VOT1535,Albert,Nichols,53,M,MO,Democrat,albert.nichols@email.com,2003-08-15,2024-11-05,,,,,,,,,
VOT1536,Patricia,Grant,29,F,MD,Republican,patricia.grant@email.com,2018-12-28,2024-11-05,,,,,,,,,
VOT1537,Terry,Knight,47,M,CO,Independent,terry.knight@email.com,2007-05-10,2022-11-08,,,,,,,,,
VOT1538,Amy,Ferguson,41,F,OR,Democrat,amy.ferguson@email.com,2010-09-22,2024-11-05,,,,,,,,,
VOT1539,Willie,Rose,35,M,NV,Republican,willie.rose@email.com,2014-02-05,2024-11-05,,,,,,,,,
VOT154,Sofia,Dixon,49,F,OH,Independent,sofia.dixon@email.com,2006-01-20,2024-11-05,,,,,,,,,
VOT1540,Diana,Stone,50,F,CT,Independent,diana.stone@email.com,2004-06-18,2024-11-05,,,,,,,,,
VOT1541,Gerald,Hawkins,39,M,NJ,Democrat,gerald.hawkins@email.com,2011-10-30,2020-11-03,,,,,,,,,
VOT1542,Kelly,Dunn,45,F,IN,Republican,kelly.dunn@email.com,2008-03-15,2024-11-05,,,,,,,,,
VOT1543,Peter,Sims,58,M,WI,Independent,peter.sims@email.com,2002-07-25,2024-11-05,,,,,,,,,
VOT1544,Frances,Hudson,32,F,SC,Democrat,frances.hudson@email.com,2016-12-08,2022-11-08,,,,,,,,,
VOT1545,Harold,Spencer,46,M,AL,Republican,harold.spencer@email.com,2008-04-20,2024-11-05,,,,,,,,,
VOT1546,Judith,Gardner,40,F,LA,Independent,judith.gardner@email.com,2012-08-05,2024-11-05,,,,,,,,,
VOT1547,Benjamin,Stephens,37,M,KY,Democrat,benjamin.stephens@email.com,2013-01-18,2024-11-05,,,,,,,,,
VOT1548,Lauren,Payne,55,F,OK,Republican,lauren.payne@email.com,2001-05-30,2020-11-03,,,,,,,,,
VOT1549,Keith,Pierce,31,M,AR,Independent,keith.pierce@email.com,2017-10-12,2024-11-05,,,,,,,,,
VOT155,Carter,Ramos,35,M,MI,Democrat,carter.ramos@email.com,2014-05-30,2024-11-05,,,,,,,,,
VOT1550,Julie,Berry,48,F,IA,Democrat,julie.berry@email.com,2007-02-25,2024-11-05,,,,,,,,,
VOT1551,Carl,Arnold,42,M,MS,Republican,carl.arnold@email.com,2010-07-08,2022-11-08,,,,,,,,,
VOT1552,Teresa,Reynolds,33,F,UT,Independent,teresa.reynolds@email.com,2016-11-20,2024-11-05,,,,,,,,,
VOT1553,Lawrence,Ellis,54,M,KS,Democrat,lawrence.ellis@email.com,2001-04-02,2024-11-05,,,,,,,,,
VOT1554,Gloria,Harrison,39,F,NE,Republican,gloria.harrison@email.com,2011-08-15,2024-11-05,,,,,,,,,
VOT1555,Ralph,Gibson,47,M,NM,Independent,ralph.gibson@email.com,2007-12-28,2020-11-03,,,,,,,,,
VOT1556,Alice,McDonald,60,F,WV,Democrat,alice.mcdonald@email.com,1998-05-10,2024-11-05,,,,,,,,,
VOT1557,Juan,Cruz,36,M,ID,Republican,juan.cruz@email.com,2013-09-22,2024-11-05,,,,,,,,,
VOT1558,Donna,Marshall,43,F,HI,Independent,donna.marshall@email.com,2009-02-05,2022-11-08,,,,,,,,,
VOT1559,Ryan,Owens,51,M,NH,Democrat,ryan.owens@email.com,2004-06-18,2024-11-05,,,,,,,,,
VOT156,Scarlett,Reyes,51,F,NC,Republican,scarlett.reyes@email.com,2004-09-15,2020-11-03,,,,,,,,,
VOT1560,Brenda,Johnston,38,F,ME,Republican,brenda.johnston@email.com,2012-10-30,2024-11-05,,,,,,,,,
VOT1561,Scott,Murray,29,M,RI,Independent,scott.murray@email.com,2018-03-15,2024-11-05,,,,,,,,,
VOT1562,Barbara,Freeman,49,F,MT,Democrat,barbara.freeman@email.com,2006-07-25,2020-11-03,,,,,,,,,
VOT1563,Wayne,Wells,44,M,DE,Republican,wayne.wells@email.com,2009-12-08,2024-11-05,,,,,,,,,
VOT1564,Nancy,Webb,34,F,SD,Independent,nancy.webb@email.com,2015-04-20,2024-11-05,,,,,,,,,
VOT1565,Jerry,Simpson,52,M,ND,Democrat,jerry.simpson@email.com,2004-08-05,2022-11-08,,,,,,,,,
VOT1566,Helen,Stevens,45,F,AK,Republican,helen.stevens@email.com,2008-01-18,2024-11-05,,,,,,,,,
VOT1567,Eugene,Tucker,40,M,VT,Independent,eugene.tucker@email.com,2012-05-30,2024-11-05,,,,,,,,,
VOT1568,Mary,Porter,57,F,WY,Democrat,mary.porter@email.com,2000-10-12,2024-11-05,,,,,,,,,
VOT1569,Douglas,Hunter,30,M,CA,Republican,douglas.hunter@email.com,2018-02-25,2020-11-03,,,,,,,,,
VOT157,Jayden,Burns,26,M,GA,Independent,jayden.burns@email.com,2020-02-10,2024-11-05,,,,,,,,,
VOT1570,Linda,Hicks,46,F,TX,Independent,linda.hicks@email.com,2008-07-08,2024-11-05,,,,,,,,,
VOT1571,Randy,Crawford,41,M,FL,Democrat,randy.crawford@email.com,2010-11-20,2024-11-05,,,,,,,,,
VOT1572,Sarah,Henry,35,F,NY,Republican,sarah.henry@email.com,2014-04-02,2022-11-08,,,,,,,,,
VOT1573,Howard,Boyd,58,M,PA,Independent,howard.boyd@email.com,2002-08-15,2024-11-05,,,,,,,,,
VOT1574,Betty,Mason,38,F,IL,Democrat,betty.mason@email.com,2012-12-28,2024-11-05,,,,,,,,,
VOT1575,Billy,Morales,48,M,OH,Republican,billy.morales@email.com,2007-05-10,2024-11-05,,,,,,,,,
VOT1576,Christine,Kennedy,32,F,MI,Independent,christine.kennedy@email.com,2016-09-22,2020-11-03,,,,,,,,,
VOT1577,Ronald,Warren,50,M,NC,Democrat,ronald.warren@email.com,2004-02-05,2024-11-05,,,,,,,,,
VOT1578,Jessica,Dixon,43,F,GA,Republican,jessica.dixon@email.com,2009-06-18,2024-11-05,,,,,,,,,
VOT1579,Kenneth,Ramos,37,M,VA,Independent,kenneth.ramos@email.com,2013-10-30,2022-11-08,,,,,,,,,
VOT158,Lily,Gordon,63,F,VA,Democrat,lily.gordon@email.com,1993-06-25,2024-11-05,,,,,,,,,
VOT1580,Maria,Reyes,61,F,WA,Democrat,maria.reyes@email.com,1995-03-15,2024-11-05,,,,,,,,,
VOT1581,Donald,Burns,39,M,AZ,Republican,donald.burns@email.com,2011-07-25,2024-11-05,,,,,,,,,
VOT1582,Sharon,Gordon,45,F,MA,Independent,sharon.gordon@email.com,2008-12-08,2024-11-05,,,,,,,,,
VOT1583,Frank,Shaw,55,M,TN,Democrat,frank.shaw@email.com,2001-04-20,2020-11-03,,,,,,,,,
VOT1584,Carol,Holmes,31,F,MO,Republican,carol.holmes@email.com,2017-08-05,2024-11-05,,,,,,,,,
VOT1585,Larry,Rice,47,M,MD,Independent,larry.rice@email.com,2007-01-18,2024-11-05,,,,,,,,,
VOT1586,Sandra,Robertson,42,F,CO,Democrat,sandra.robertson@email.com,2010-05-30,2022-11-08,,,,,,,,,
VOT1587,Edward,Hunt,36,M,OR,Republican,edward.hunt@email.com,2013-10-12,2024-11-05,,,,,,,,,
VOT1588,Laura,Black,54,F,NV,Independent,laura.black@email.com,2001-02-25,2024-11-05,,,,,,,,,
VOT1589,Mark,Daniels,40,M,CT,Democrat,mark.daniels@email.com,2012-07-08,2024-11-05,,,,,,,,,
VOT159,Grayson,Shaw,40,M,WA,Republican,grayson.shaw@email.com,2012-10-12,2022-11-08,,,,,,,,,
VOT1590,Joyce,Palmer,28,F,NJ,Republican,joyce.palmer@email.com,2019-11-20,2020-11-03,,,,,,,,,
VOT1591,Raymond,Mills,49,M,IN,Independent,raymond.mills@email.com,2006-04-02,2024-11-05,,,,,,,,,
VOT1592,Deborah,Nichols,44,F,WI,Democrat,deborah.nichols@email.com,2009-08-15,2024-11-05,,,,,,,,,
VOT1593,George,Grant,38,M,SC,Republican,george.grant@email.com,2012-12-28,2022-11-08,,,,,,,,,
VOT1594,Patricia,Knight,59,F,AL,Independent,patricia.knight@email.com,1999-05-10,2024-11-05,,,,,,,,,
VOT1595,Roger,Ferguson,33,M,LA,Democrat,roger.ferguson@email.com,2016-09-22,2024-11-05,,,,,,,,,
VOT1596,Kimberly,Rose,46,F,KY,Republican,kimberly.rose@email.com,2008-02-05,2024-11-05,,,,,,,,,
VOT1597,Arthur,Stone,52,M,OK,Independent,arthur.stone@email.com,2004-06-18,2020-11-03,,,,,,,,,
VOT1598,Ruth,Hawkins,41,F,ARvoter_id,first_name,last_name,age,gender,state,party,email,registered_date,last_voted_date,,,,
VOT160,Zoey,Holmes,46,F,AZ,Independent,zoey.holmes@email.com,2008-03-28,2024-11-05,,,,,,,,,
VOT161,Jack,Rice,37,M,MA,Democrat,jack.rice@email.com,2013-07-15,2024-11-05,,,,,,,,,
VOT162,Layla,Robertson,53,F,TN,Republican,layla.robertson@email.com,2003-12-05,2024-11-05,,,,,,,,,
VOT163,Owen,Hunt,28,M,MO,Independent,owen.hunt@email.com,2019-04-20,2020-11-03,,,,,,,,,
VOT164,Riley,Black,61,F,MD,Democrat,riley.black@email.com,1995-08-10,2024-11-05,,,,,,,,,
VOT165,Luke,Daniels,45,M,CO,Republican,luke.daniels@email.com,2008-01-25,2024-11-05,,,,,,,,,
VOT166,Nora,Palmer,32,F,OR,Independent,nora.palmer@email.com,2016-06-08,2022-11-08,,,,,,,,,
VOT167,Wyatt,Mills,48,M,NV,Democrat,wyatt.mills@email.com,2007-10-30,2024-11-05,,,,,,,,,
VOT168,Hannah,Nichols,39,F,CT,Republican,hannah.nichols@email.com,2011-03-15,2024-11-05,,,,,,,,,
VOT169,Gabriel,Grant,55,M,NJ,Independent,gabriel.grant@email.com,2001-07-22,2024-11-05,,,,,,,,,
VOT170,Addison,Knight,34,F,IN,Democrat,addison.knight@email.com,2015-11-05,2020-11-03,,,,,,,,,
VOT171,Leo,Ferguson,50,M,WI,Republican,leo.ferguson@email.com,2004-04-18,2024-11-05,,,,,,,,,
VOT172,Eleanor,Rose,41,F,SC,Independent,eleanor.rose@email.com,2010-08-25,2024-11-05,,,,,,,,,
VOT173,John,Stone,29,M,AL,Democrat,john.stone@email.com,2018-12-10,2022-11-08,,,,,,,,,
VOT174,Penelope,Hawkins,57,F,LA,Republican,penelope.hawkins@email.com,2000-05-15,2024-11-05,,,,,,,,,
VOT175,Lincoln,Dunn,43,M,KY,Independent,lincoln.dunn@email.com,2009-09-28,2024-11-05,,,,,,,,,
VOT176,Hazel,Sims,36,F,OK,Democrat,hazel.sims@email.com,2013-02-12,2024-11-05,,,,,,,,,
VOT177,Ryan,Hudson,52,M,AR,Republican,ryan.hudson@email.com,2004-06-30,2020-11-03,,,,,,,,,
VOT178,Aurora,Spencer,38,F,IA,Independent,aurora.spencer@email.com,2012-11-15,2024-11-05,,,,,,,,,
VOT179,Theodore,Gardner,47,M,MS,Democrat,theodore.gardner@email.com,2007-04-05,2024-11-05,,,,,,,,,
VOT180,Violet,Stephens,33,F,UT,Republican,violet.stephens@email.com,2016-08-20,2022-11-08,,,,,,,,,
VOT1801,Larry,Boyd,39,M,WV,Independent,larry.boyd@email.com,2011-08-15,2022-11-08,,,,,,,,,
VOT1802,Sandra,Mason,61,F,ID,Democrat,sandra.mason@email.com,1995-12-28,2024-11-05,,,,,,,,,
VOT1803,Edward,Morales,35,M,HI,Republican,edward.morales@email.com,2014-05-10,2024-11-05,,,,,,,,,
VOT1804,Laura,Kennedy,50,F,NH,Independent,laura.kennedy@email.com,2004-09-22,2024-11-05,,,,,,,,,
VOT1805,Mark,Warren,44,M,ME,Democrat,mark.warren@email.com,2009-02-05,2020-11-03,,,,,,,,,
VOT1806,Joyce,Dixon,28,F,RI,Republican,joyce.dixon@email.com,2019-06-18,2024-11-05,,,,,,,,,
VOT1807,Raymond,Ramos,47,M,MT,Independent,raymond.ramos@email.com,2007-10-30,2024-11-05,,,,,,,,,
VOT1808,Deborah,Reyes,42,F,DE,Democrat,deborah.reyes@email.com,2010-03-15,2022-11-08,,,,,,,,,
VOT1809,George,Burns,36,M,SD,Republican,george.burns@email.com,2013-07-25,2024-11-05,,,,,,,,,
VOT181,Ezra,Payne,60,M,KS,Independent,ezra.payne@email.com,1998-12-12,2024-11-05,,,,,,,,,
VOT1810,Patricia,Gordon,55,F,ND,Independent,patricia.gordon@email.com,2001-12-08,2024-11-05,,,,,,,,,
VOT1811,Roger,Shaw,38,M,AK,Democrat,roger.shaw@email.com,2012-04-20,2024-11-05,,,,,,,,,
VOT1812,Kimberly,Holmes,48,F,VT,Republican,kimberly.holmes@email.com,2007-08-05,2020-11-03,,,,,,,,,
VOT1813,Arthur,Rice,53,M,WY,Independent,arthur.rice@email.com,2003-01-18,2024-11-05,,,,,,,,,
VOT1814,Ruth,Robertson,30,F,CA,Democrat,ruth.robertson@email.com,2018-05-30,2024-11-05,,,,,,,,,
VOT1815,Joseph,Hunt,46,M,TX,Republican,joseph.hunt@email.com,2008-10-12,2022-11-08,,,,,,,,,
VOT1816,Margaret,Black,41,F,FL,Independent,margaret.black@email.com,2010-02-25,2024-11-05,,,,,,,,,
VOT1817,Fred,Daniels,37,M,NY,Democrat,fred.daniels@email.com,2013-07-08,2024-11-05,,,,,,,,,
VOT1818,Carolyn,Palmer,60,F,PA,Republican,carolyn.palmer@email.com,1998-11-20,2024-11-05,,,,,,,,,
VOT1819,Richard,Mills,32,M,IL,Independent,richard.mills@email.com,2016-04-02,2020-11-03,,,,,,,,,
VOT182,Nova,Pierce,44,F,NE,Democrat,nova.pierce@email.com,2009-05-25,2024-11-05,,,,,,,,,
VOT1820,Janet,Nichols,45,F,OH,Democrat,janet.nichols@email.com,2008-08-15,2024-11-05,,,,,,,,,
VOT1821,Timothy,Grant,40,M,MI,Republican,timothy.grant@email.com,2012-12-28,2024-11-05,,,,,,,,,
VOT1822,Pamela,Knight,34,F,NC,Independent,pamela.knight@email.com,2015-05-10,2022-11-08,,,,,,,,,
VOT1823,Albert,Ferguson,58,M,GA,Democrat,albert.ferguson@email.com,2002-09-22,2024-11-05,,,,,,,,,
VOT1824,Virginia,Rose,29,F,VA,Republican,virginia.rose@email.com,2018-02-05,2024-11-05,,,,,,,,,
VOT1825,Jeremy,Stone,49,M,WA,Independent,jeremy.stone@email.com,2006-06-18,2024-11-05,,,,,,,,,
VOT1826,Frances,Hawkins,43,F,AZ,Democrat,frances.hawkins@email.com,2009-10-30,2020-11-03,,,,,,,,,
VOT1827,Phillip,Dunn,36,M,MA,Republican,phillip.dunn@email.com,2013-03-15,2024-11-05,,,,,,,,,
VOT1828,Susan,Sims,51,F,TN,Independent,susan.sims@email.com,2004-07-25,2024-11-05,,,,,,,,,
VOT1829,Louis,Hudson,47,M,MO,Democrat,louis.hudson@email.com,2007-12-08,2022-11-08,,,,,,,,,
VOT183,Asher,Berry,31,M,NM,Republican,asher.berry@email.com,2017-09-08,2024-11-05,,,,,,,,,
VOT1830,Dorothy,Spencer,31,F,MD,Republican,dorothy.spencer@email.com,2017-04-20,2024-11-05,,,,,,,,,
VOT1831,Patrick,Gardner,44,M,CO,Independent,patrick.gardner@email.com,2009-08-05,2024-11-05,,,,,,,,,
VOT1832,Rose,Stephens,40,F,OR,Democrat,rose.stephens@email.com,2012-01-18,2024-11-05,,,,,,,,,
VOT1833,Willie,Payne,59,M,NV,Republican,willie.payne@email.com,1999-05-30,2020-11-03,,,,,,,,,
VOT1834,Katherine,Pierce,35,F,CT,Independent,katherine.pierce@email.com,2014-10-12,2024-11-05,,,,,,,,,
VOT1835,Terry,Berry,48,M,NJ,Democrat,terry.berry@email.com,2007-02-25,2024-11-05,,,,,,,,,
VOT1836,Amy,Arnold,54,F,IN,Republican,amy.arnold@email.com,2001-07-08,2022-11-08,,,,,,,,,
VOT1837,Harold,Reynolds,33,M,WI,Independent,harold.reynolds@email.com,2016-11-20,2024-11-05,,,,,,,,,
VOT1838,Christine,Ellis,46,F,SC,Democrat,christine.ellis@email.com,2008-04-02,2024-11-05,,,,,,,,,
VOT1839,Gerald,Harrison,42,M,AL,Republican,gerald.harrison@email.com,2010-08-15,2024-11-05,,,,,,,,,
VOT184,Savannah,Arnold,49,F,WV,Independent,savannah.arnold@email.com,2006-02-15,2020-11-03,,,,,,,,,
VOT1840,Debra,Gibson,38,F,LA,Independent,debra.gibson@email.com,2012-12-28,2020-11-03,,,,,,,,,
VOT1841,Arthur,McDonald,55,M,KY,Democrat,arthur.mcdonald@email.com,2001-05-10,2024-11-05,,,,,,,,,
VOT1842,Jean,Cruz,30,F,OK,Republican,jean.cruz@email.com,2018-09-22,2024-11-05,,,,,,,,,
VOT1843,Bryan,Marshall,50,M,AR,Independent,bryan.marshall@email.com,2004-02-05,2022-11-08,,,,,,,,,
VOT1844,Kathryn,Owens,45,F,IA,Democrat,kathryn.owens@email.com,2008-06-18,2024-11-05,,,,,,,,,
VOT1845,Austin,Johnston,39,M,MS,Republican,austin.johnston@email.com,2011-10-30,2024-11-05,,,,,,,,,
VOT1846,Denise,Murray,61,F,UT,Independent,denise.murray@email.com,1995-03-15,2024-11-05,,,,,,,,,
VOT1847,Willie,Freeman,41,M,KS,Democrat,willie.freeman@email.com,2010-07-25,2020-11-03,,,,,,,,,
VOT1848,Rachel,Wells,34,F,NE,Republican,rachel.wells@email.com,2015-12-08,2024-11-05,,,,,,,,,
VOT1849,Aaron,Webb,52,M,NM,Independent,aaron.webb@email.com,2004-04-20,2024-11-05,,,,,,,,,
VOT185,Hudson,Reynolds,26,M,ID,Democrat,hudson.reynolds@email.com,2020-06-30,2024-11-05,,,,,,,,,
VOT1850,Judy,Simpson,37,F,WV,Democrat,judy.simpson@email.com,2013-08-05,2022-11-08,,,,,,,,,
VOT1851,Jonathan,Stevens,46,M,ID,Republican,jonathan.stevens@email.com,2008-01-18,2024-11-05,,,,,,,,,
VOT1852,Carolyn,Tucker,31,F,HI,Independent,carolyn.tucker@email.com,2017-05-30,2024-11-05,,,,,,,,,
VOT1853,Eugene,Porter,57,M,NH,Democrat,eugene.porter@email.com,2000-10-12,2024-11-05,,,,,,,,,
VOT1854,Sara,Hunter,43,F,ME,Republican,sara.hunter@email.com,2009-02-25,2020-11-03,,,,,,,,,
VOT1855,Arthur,Hicks,36,M,RI,Independent,arthur.hicks@email.com,2013-07-08,2024-11-05,,,,,,,,,
VOT1856,Madison,Crawford,48,F,MT,Democrat,madison.crawford@email.com,2007-11-20,2024-11-05,,,,,,,,,
VOT1857,Gabriel,Henry,60,M,DE,Republican,gabriel.henry@email.com,1998-04-02,2022-11-08,,,,,,,,,
VOT1858,Samantha,Boyd,29,F,SD,Independent,samantha.boyd@email.com,2018-08-15,2024-11-05,,,,,,,,,
VOT1859,Albert,Mason,44,M,ND,Democrat,albert.mason@email.com,2009-12-28,2024-11-05,,,,,,,,,
VOT186,Stella,Ellis,56,F,HI,Republican,stella.ellis@email.com,2000-10-18,2024-11-05,,,,,,,,,
VOT1860,Patricia,Morales,40,F,AK,Republican,patricia.morales@email.com,2012-05-10,2024-11-05,,,,,,,,,
VOT1861,Terry,Kennedy,35,M,VT,Independent,terry.kennedy@email.com,2014-09-22,2020-11-03,,,,,,,,,
VOT1862,Amy,Warren,53,F,WY,Democrat,amy.warren@email.com,2003-02-05,2024-11-05,,,,,,,,,
VOT1863,Willie,Dixon,47,M,CA,Republican,willie.dixon@email.com,2007-06-18,2024-11-05,,,,,,,,,
VOT1864,Diana,Ramos,38,F,TX,Independent,diana.ramos@email.com,2012-10-30,2022-11-08,,,,,,,,,
VOT1865,Gerald,Reyes,56,M,FL,Democrat,gerald.reyes@email.com,2000-03-15,2024-11-05,,,,,,,,,
VOT1866,Kelly,Burns,32,F,NY,Republican,kelly.burns@email.com,2016-07-25,2024-11-05,,,,,,,,,
VOT1867,Peter,Gordon,45,M,PA,Independent,peter.gordon@email.com,2008-12-08,2024-11-05,,,,,,,,,
VOT1868,Frances,Shaw,41,F,IL,Democrat,frances.shaw@email.com,2010-04-20,2020-11-03,,,,,,,,,
VOT1869,Harold,Holmes,37,M,OH,Republican,harold.holmes@email.com,2013-08-05,2024-11-05,,,,,,,,,
VOT187,Easton,Harrison,40,M,NH,Independent,easton.harrison@email.com,2012-03-05,2022-11-08,,,,,,,,,
VOT1870,Judith,Rice,50,F,MI,Independent,judith.rice@email.com,2004-01-18,2024-11-05,,,,,,,,,
VOT1871,Benjamin,Robertson,34,M,NC,Democrat,benjamin.robertson@email.com,2015-05-30,2022-11-08,,,,,,,,,
VOT1872,Lauren,Hunt,49,F,GA,Republican,lauren.hunt@email.com,2006-10-12,2024-11-05,,,,,,,,,
VOT1873,Keith,Black,42,M,VA,Independent,keith.black@email.com,2010-02-25,2024-11-05,,,,,,,,,
VOT1874,Julie,Daniels,58,F,WA,Democrat,julie.daniels@email.com,2002-07-08,2024-11-05,,,,,,,,,
VOT1875,Carl,Palmer,30,M,AZ,Republican,carl.palmer@email.com,2018-11-20,2020-11-03,,,,,,,,,
